位号,设备名称,设备类别,所属项目,项目编号,所属部门,安装位置,规格型号,生产厂家,供应商,出厂日期,出厂编号,投用日期,资产编号,原值,净值,是否强检,强检有效期,状态,备注,介质,密度,粘度,口径,量程,填料,泄漏等级,流量特性,压力等级,执行机构型号,连接形式,法兰标准,法兰尺寸,阀体材质,阀芯材质,阀座材质,准确度,分度值,防护等级,防爆等级,电气接口尺寸,功率,电机型号,轴承,减速机,最大流量,正常流量,最小流量,操作压力,操作温度,密封件,温度,材质,阀前压力,阀后压力,压差
00058,空调,其他,,,厂办室,,大1.5P,,,,,2012-08-29,00058,6230.0,0.0,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00059,24台空调,其他,,,厂办室,,,,,,,2012-09-25,00059,125715.62,0.0,否,,在用,数量：24台；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00062,美的空调1.5P,其他,,,厂办室,,3-2550,,,,,2013-01-26,00062,7722.0,0.0,否,,在用,数量：2台；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00064,监控设备,仪表,,,厂办室,,,,,,,2014-02-24,00064,18900.0,2708.37,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00065,华硕电脑2台,其他,,,厂办室,,,,,,,2014-11-26,00065,7650.0,1669.75,否,,在用,数量：2台；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00066,电脑,其他,,,厂办室,,联想,,,,,2014-06-27,00066,3449.0,0.0,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400003,大门（空降闸和车牌识别）,其他,,,厂办室,,,,,,,2018-12-28,020400003,25862.07,1293.1,否,,在用,数量：1台；原类别：其他；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400028,LED显示屏,其他,,,厂办室,厂办公室门前,3.3*1.86M,,,,,2020-09-27,0400028,27630.0,9195.36,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0001,电动阀门一批13台,阀门,,,热电车间办,锅炉、减温减压管道；锅炉,T940H-10,浙江贝斯特阀门有限公司,,,,2013-02-20,,170000.0,,否,,在用,数量：13台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0002,DCS控制系统1套,仪表,,,热电车间办,热电锅炉控制室；锅炉,HPCS4000,上海华文自动化系统工程有限公司,,,,2013-02-20,,211000.0,,否,,在用,数量：1套；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0003,dcs卡件及端子座4块（热电DCS增加卡件）,仪表,,,热电车间办,热电锅炉控制室；锅炉,HW2.922,上海华文自动化系统工程有限公司,,,,2013-02-20,,22400.0,,否,,在用,数量：1批；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0004,温度计一批100支（热电偶29只，热电阻33只，双金属温度计38只）,仪表,,,热电车间办,锅炉、汽轮机本体及管道；锅炉,WZP-230 M27*2 WRN-730NM K  WSS-581,重庆康特尔控制系统工程有限公司,,,,2013-02-20,,31700.0,,否,,在用,数量：100支；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0005,温度计、压力变送器一批（热电偶4只，热电阻1只，压力变送器4台）,仪表,,,热电车间办,锅炉、汽轮机本体及管道；锅炉,WZP-230 M27*2 WRN-731NM K,重庆康特尔控制系统工程有限公司,,,,2013-02-20,,12230.0,,否,,在用,数量：9只；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0006,氧化锆氧量测量,其他,,,热电车间办,锅炉本体；锅炉,ZO-12B L=600mm,北京原子能研究所,,,,2013-02-20,,10000.0,,否,,在用,数量：1套；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0007,压力变送器、压力表一批（变送器58只，压力表27只，液位计1只，校验仪1台）,仪表,,,热电车间办,锅炉、汽轮机本体及管道；锅炉,Y-150,福建澳泰自控系统有限公司,,,,2013-02-20,,171300.0,,否,,在用,数量：87台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0008,压力变送器5台、风压防堵装置5台,仪表,,,热电车间办,锅炉本体及管道；锅炉,,福建澳泰自控系统有限公司,,,,2013-02-20,,19400.0,,否,,在用,数量：10台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0009,德尔塔巴流量计,仪表,,,热电车间办,锅炉管道；锅炉,DF25-900,重庆横河川仪有限公司,,,,2013-02-20,,15000.0,,否,,在用,数量：1台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0010,一体化平衡流量计,仪表,,,二系统办,2系统蒸发管道（流量计）；2系统蒸发,'LGBYPHF-1.6/150,重庆横河川仪有限公司,,,,2019-09-15,,70400.0,,否,,在用,数量：4台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0011,压力变送器,仪表,,,二系统办,2系统蒸发罐本体（新增液位计）；2系统蒸发,EJA438  0-300Kpa  2台  0-72Kpa 1台 -50--100Kpa 1台,重庆横河川仪有限公司,,,,2019-09-15,,35600.0,,否,,在用,数量：4台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0012,电动V球阀,阀门,,,二系统办,2系统离心管道；2系统干燥离心,F-DQW40-QTX19/VQ947Y  DN100,浙江康赛特阀门有限公司,,,,2019-09-15,,58800.0,,否,,在用,数量：3台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0013,电动V球阀,阀门,,,二系统办,2系统离心管道；2系统干燥离心,F-DQW40-QTX19/VQ947Y  DN80,浙江康赛特阀门有限公司,,,,2019-09-15,,58800.0,,否,,在用,数量：3台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0014,电动球阀,阀门,,,二系统办,2系统离心管道；2系统干燥离心,F-DQW10-QTX19/Q941DN50,浙江康赛特阀门有限公司,,,,2022-07-01,,54400.0,,否,,在用,数量：4台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0015,压力变送器3台、温度计3台,仪表,,,二系统办,2系统离心管道；2系统干燥离心,EJA438  wsyy-1211,重庆横河川仪有限公司,,,,2021-01-01,,31500.0,,否,,在用,数量：3台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0016,电动V球阀,阀门,,,一系统办,1系统母液管道；1系统蒸发,F-DQW40-QTX19/VQ947Y  DN25,浙江康赛特阀门有限公司,,,,2022-07-01,,40000.0,,否,,在用,数量：4台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0017,电动V球阀,阀门,,,一系统办,1系统母液管道；1系统蒸发,F-DQW40-QTX19/VQ947Y  DN50,浙江康赛特阀门有限公司,,,,2022-07-01,,15000.0,,否,,在用,数量：1台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0018,电磁流量计,仪表,,,一系统办,1系统母液管道；1系统蒸发,DN25,重庆横河川仪有限公司,,,,2022-07-01,,39200.0,,否,,在用,数量：4台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0019,电动球阀,阀门,,,一系统办,1系统离心管道；1系统干燥离心,'F-DQW10-QTX19/Q941DN40,浙江康赛特阀门有限公司,,,,2022-07-01,,52800.0,,否,,在用,数量：5台；原类别：仪表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2213,Y型调节角阀,阀门,,,,,DN100*80,,,,,,,,,否,,在用,温度：60；阀前压力：340；阀后压力：305；压差：500；最大流量：30；正常流量：25；最小流量：20,硝浆,1450,,DN100*80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2219,Y型调节角阀,阀门,,,,,DN100*80,,,,,,,,,否,,在用,温度：60；阀前压力：340；阀后压力：305；压差：500；最大流量：30；正常流量：25；最小流量：20,硝浆,1450,,DN100*80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2237,Y型调节角阀,阀门,,,,,DN100*80,,,,,,,,,否,,在用,温度：60；阀前压力：340；阀后压力：305；压差：500；最大流量：30；正常流量：25；最小流量：20,硝浆,1450,,DN100*80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2243A,Y型调节角阀,阀门,,,,,DN100*80,,,,,,,,,否,,在用,数量：2；含备件1台；温度：60；阀前压力：340；阀后压力：305；压差：500；最大流量：30；正常流量：25；最小流量：20,硝浆,1450,,DN100*80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2243B,Y型调节角阀,阀门,,,,,DN100*80,,,,,,,,,否,,在用,数量：2；含备件1台；温度：60；阀前压力：340；阀后压力：305；压差：500；最大流量：30；正常流量：25；最小流量：20,硝浆,1450,,DN100*80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2262,Y型调节角阀,阀门,,,,,DN100*80,,,,,,,,,否,,在用,温度：60；阀前压力：340；阀后压力：305；压差：500；最大流量：60；正常流量：50；最小流量：40,硝浆,1450,,DN100*80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCV2355,电动调节蝶阀（90°）,阀门,,,,,DN800,,,,,,,,,否,,在用,温度：常温；阀前压力：0；阀后压力：-0.5；压差：20；最大流量：34000；正常流量：30000；最小流量：28000,空气,1.2,,DN800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCV2356,电动调节蝶阀（90°）,阀门,,,,,DN800,,,,,,,,,否,,在用,温度：常温；阀前压力：0；阀后压力：-0.5；压差：20；最大流量：18000；正常流量：16000；最小流量：14000,空气,1.2,,DN800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCV2357,电动调节蝶阀（90°）,阀门,,,,,DN800,,,,,,,,,否,,在用,温度：50；阀前压力：-1；阀后压力：-1.5；压差：5；最大流量：65000；正常流量：62000；最小流量：60000,空气,1.2,,DN800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2202,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,温度：123；阀前压力：500；阀后压力：460；压差：600；最大流量：20；正常流量：10；最小流量：4,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2203,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,温度：50；阀前压力：400；阀后压力：365；压差：500；最大流量：20；正常流量：10；最小流量：4,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2231,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,温度：123；阀前压力：500；阀后压力：460；压差：600；最大流量：20；正常流量：10；最小流量：4,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2232,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,温度：50；阀前压力：400；阀后压力：365；压差：500；最大流量：20；正常流量：10；最小流量：4,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2255,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,温度：123；阀前压力：500；阀后压力：460；压差：600；最大流量：20；正常流量：10；最小流量：4,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2256,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,温度：50；阀前压力：400；阀后压力：365；压差：500；最大流量：20；正常流量：10；最小流量：4,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2101,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,温度：123；阀前压力：700；阀后压力：650；压差：700；最大流量：25；正常流量：20；最小流量：15,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2106,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,温度：123；阀前压力：700；阀后压力：650；压差：700；最大流量：25；正常流量：20；最小流量：15,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2111A,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,数量：2；含备件1台；温度：123；阀前压力：700；阀后压力：650；压差：700；最大流量：25；正常流量：20；最小流量：15,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2111B,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,数量：2；含备件1台；温度：123；阀前压力：700；阀后压力：650；压差：700；最大流量：25；正常流量：20；最小流量：15,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV2479,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,温度：35；阀前压力：0.4；阀后压力：0.35；最大流量：60；正常流量：50；最小流量：40,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV2227,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV2251,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV2269,单座调节阀,阀门,,,,,DN65,,,,,,,,,否,,在用,,冷凝水,941,,DN65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCV2801,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：150；阀前压力：350；阀后压力：320；压差：400；最大流量：3840；正常流量：2880；最小流量：1920,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCV2804,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：150；阀前压力：350；阀后压力：300；压差：400；最大流量：21600；正常流量：16800；最小流量：4800,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCV2809,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：150；阀前压力：350；阀后压力：320；压差：400；最大流量：3840；正常流量：2880；最小流量：1920,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCV2816,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：150；阀前压力：350；阀后压力：320；压差：400；最大流量：3840；正常流量：2880；最小流量：1920,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
待定-0020,电动旋塞调节阀,阀门,,,,,FCV2212A、B    1备用,,,,,,,,,否,,在用,数量：2；温度：54；阀前压力：750；阀后压力：700；压差：900；最大流量：27；正常流量：22；最小流量：17,硝水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2118,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：54；阀前压力：750；阀后压力：700；压差：900；最大流量：27；正常流量：22；最小流量：17,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2236,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：54；阀前压力：750；阀后压力：700；压差：900；最大流量：27；正常流量：22；最小流量：17,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2242,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：54；阀前压力：750；阀后压力：700；压差：900；最大流量：27；正常流量：22；最小流量：17,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2103A,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,数量：2；含备件1台；温度：118；阀前压力：600；阀后压力：560；压差：800；最大流量：55；正常流量：46；最小流量：35,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2103B,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,数量：2；含备件1台；温度：118；阀前压力：600；阀后压力：560；压差：800；最大流量：55；正常流量：46；最小流量：35,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2104,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：118；阀前压力：600；阀后压力：560；压差：800；最大流量：55；正常流量：46；最小流量：35,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2108,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：118；阀前压力：600；阀后压力：560；压差：800；最大流量：55；正常流量：46；最小流量：35,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2109,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：118；阀前压力：600；阀后压力：560；压差：800；最大流量：55；正常流量：46；最小流量：35,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCV2261,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：54；阀前压力：750；阀后压力：700；压差：900；最大流量：54；正常流量：44；最小流量：34,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2113A,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,数量：2；含备件1台；温度：118；阀前压力：600；阀后压力：560；压差：800；最大流量：110；正常流量：92；最小流量：75,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2113B,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,数量：2；含备件1台；温度：118；阀前压力：600；阀后压力：560；压差：800；最大流量：110；正常流量：92；最小流量：75,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2115,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：55；阀前压力：1100；阀后压力：1050；压差：1400；最大流量：140；正常流量：100；最小流量：80,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2105,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：123；阀前压力：600；阀后压力：570；压差：800；最大流量：140；正常流量：120；最小流量：100,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2110,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：123；阀前压力：600；阀后压力：570；压差：800；最大流量：140；正常流量：120；最小流量：100,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2114,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,温度：123；阀前压力：600；阀后压力：570；压差：800；最大流量：140；正常流量：120；最小流量：100,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2116A,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,数量：2；温度：35；阀前压力：300；阀后压力：270；压差：400；最大流量：60；正常流量：50；最小流量：40,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCV2116B,电动套筒调节阀,阀门,,,,,DN150,,,,,,,,,否,,在用,数量：2；温度：35；阀前压力：300；阀后压力：270；压差：400；最大流量：60；正常流量：50；最小流量：40,蒸汽,2.4,,DN150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2803,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,温度：40；阀前压力：123；阀后压力：100；压差：30,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2805,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：4；温度：450；阀前压力：123；阀后压力：500；压差：3,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2807,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：4；温度：450；阀前压力：123；阀后压力：500；压差：3,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2812,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：4；温度：450；阀前压力：123；阀后压力：500；压差：3,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2806,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：5；温度：600；阀前压力：35；阀后压力：700；压差：2,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2808,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：5；温度：600；阀前压力：35；阀后压力：700；压差：2,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2813,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：5；温度：600；阀前压力：35；阀后压力：700；压差：2,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2815,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：5；温度：600；阀前压力：35；阀后压力：700；压差：2,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2811,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,温度：40；阀前压力：123；阀后压力：100；压差：30,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2819,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,温度：450；阀前压力：123；阀后压力：500；压差：6,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2802,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：3；温度：25；阀前压力：106；阀后压力：100；压差：1080,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2810,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：3；温度：25；阀前压力：106；阀后压力：100；压差：1080,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2817,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：3；温度：25；阀前压力：106；阀后压力：100；压差：1080,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2821A,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：6；温度：500；阀前压力：35；阀后压力：600；压差：2,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2821B,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：6；温度：500；阀前压力：35；阀后压力：600；压差：2,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2821C,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：6；温度：500；阀前压力：35；阀后压力：600；压差：2,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2821D,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：6；温度：500；阀前压力：35；阀后压力：600；压差：2,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2821E,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：6；温度：500；阀前压力：35；阀后压力：600；压差：2,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2821F,电动旋塞开关阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：6；温度：500；阀前压力：35；阀后压力：600；压差：2,冷凝水,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV2822A,电动V型球阀,阀门,,,,,DN100,,,,,,,,,否,,在用,数量：6；含备件1台,硝浆,,,DN100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
