位号,设备名称,设备类别,所属项目,项目编号,所属部门,安装位置,规格型号,生产厂家,供应商,出厂日期,出厂编号,投用日期,资产编号,原值,净值,是否强检,强检有效期,状态,备注,介质,密度,粘度,口径,量程,填料,泄漏等级,流量特性,压力等级,执行机构型号,连接形式,法兰标准,法兰尺寸,阀体材质,阀芯材质,阀座材质,准确度,分度值,防护等级,防爆等级,电气接口尺寸,功率,电机型号,轴承,减速机,最大流量,正常流量,最小流量,操作压力,操作温度,密封件,温度,材质,阀前压力,阀后压力,压差
00323,标准节桁架,其他,,,热电车间办,,标准节桁架,,,,,2011-11-28,00323,56125.64,2806.28,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00324,配电柜,其他,,,热电车间办,,配电柜,,,,,2011-11-28,00324,1528888.96,76444.45,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00325,环锤式破碎机,其他,,,热电车间办,,PCH-0808,,,,,2011-12-20,00325,56410.26,2820.51,否,,在用,原类别：锅炉类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00329,除尘器,锅炉/压力容器,,,热电车间办,,除尘器A125-100,,,,,2012-02-27,00329,94216.24,4710.81,否,,在用,原类别：锅炉类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00331,水处理过滤器300M/H,其他,,,热电车间办,,水处理过滤器300M/H,,,,,2012-02-27,00331,478632.5,157294.39,否,,在用,原类别：锅炉类；使用年限(月)：180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00332,电动葫芦,其他,,,热电车间办,,5T*9M,,,,,2012-02-28,00332,10760.68,538.03,否,,在用,原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00340,输送机,其他,,,热电车间办,,TB315.21.5,,,,,2012-04-23,00340,179487.18,8974.36,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00342,罗茨风机,泵/风机,,,热电车间办,,300,,,,,2012-04-23,00342,75213.68,3760.68,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00343,气力提升机,其他,,,热电车间办,,TL120,,,,,2012-04-23,00343,60683.76,3034.19,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00344,除尘器,锅炉/压力容器,,,热电车间办,,MC-2-120,,,,,2012-04-23,00344,67521.37,3376.07,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00345,KB-2/10变压器,其他,,,热电车间办,,KB-2/10变压器,,,,,2012-04-26,00345,17948.72,897.44,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00346,海信电脑和显示器,仪表,,,热电车间办,热电锅炉控制室；锅炉,海信电脑和5显示器,中国戴尔有限公司,,,,2012-04-26,00346,18726.5,0.0,否,,在用,数量：5套；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00347,电力液压器,其他,,,热电车间办,,YT1-125,,,,,2012-05-28,00347,1581.2,79.06,否,,在用,原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00348,防爆真空开关,其他,,,热电车间办,,,,,,,2012-05-28,00348,2576.07,128.8,否,,在用,原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00349,10KW高压装置,其他,,,热电车间办,,,,,,,2012-05-28,00349,34017.09,17250.91,否,,在用,原类别：机电类；使用年限(月)：240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00351,引风机,泵/风机,,,热电车间办,,,,,,,2012-05-29,00351,67521.37,3376.07,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00352,返料风机,泵/风机,,,热电车间办,,,,,,,2012-05-29,00352,16239.32,811.97,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00353,变频控制器,仪表,,,热电车间办,,E5--P4T22,,,,,2012-06-22,00353,48717.95,2435.9,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00358,高压互感器,其他,,,热电车间办,,,,,,,2012-06-25,00358,4957.26,247.86,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00359,焊机,其他,,,热电车间办,,1100W,,,,,2012-07-26,00359,3632.48,181.62,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00360,除垢器,其他,,,热电车间办,,DLDC,,,,,2012-08-23,00360,3076.92,153.85,否,,在用,原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00362,烟气数据采集仪,仪表,,,热电车间办,热电在线监控控制室；燃运,HLT-D10,北京万维盈创科技发展有限公司,,,,2012-10-23,00362,11111.11,111.03,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00363,电缆,其他,,,热电车间办,,KVV450/750V,,,,,2012-10-23,00363,13723.08,136.78,否,,在用,数量：1批；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00364,软启动开关,其他,,,热电车间办,,开关,,,,,2012-10-24,00364,53846.15,3162.93,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365,烟气排放监测系统,仪表,,,热电车间办,热电在线监控控制室；无该设备,YSB,,,,,2012-11-27,00365,241880.34,0.0,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00628,SNCR脱销系统,其他,,,热电车间办,热电除尘；除尘,SNCR脱销系统,成都宏锦环保有限公司,,,,2017-07-21,00628,341880.36,174353.56,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00366,锅炉给水泵,泵/风机,,,热电车间办,,DG155-67*9,,,,,2012-11-27,00366,33333.33,1666.67,否,,在用,原类别：泵类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00315,75T锅炉四管喷涂,锅炉/压力容器,,,热电车间办,,,,,,,2011-09-23,00315,134990.29,45787.04,否,,在用,数量：1批；原类别：锅炉类；使用年限(月)：180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00136,汽轮机,其他,,,热电车间办,,B6-3.43/0.49,,,,,2010-11-30,00136,3726495.72,1702884.41,否,,在用,原类别：汽轮机类；使用年限(月)：240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00370,钢煤斗,其他,,,热电车间办,,Q235B,,,,,2012-12-24,00370,49931.62,2496.58,否,,在用,原类别：锅炉类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00371,罐顶增加风筒,锅炉/压力容器,,,热电车间办,,1.15*1.56*6,,,,,2012-12-24,00371,27008.55,1350.43,否,,在用,原类别：锅炉类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00376,煤孔漏斗,其他,,,热电车间办,,2800*2700*4,,,,,2012-12-24,00376,21743.59,1087.18,否,,在用,原类别：锅炉类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00384,单梁行车.,其他,,,热电车间办,,5T*16.5M,,,,,2013-01-30,00384,182051.28,98087.45,否,,在用,数量：1；原类别：其他；使用年限(月)：240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00385,单梁行车,其他,,,热电车间办,,16T*10.5M,,,,,2013-01-30,00385,47863.25,25788.38,否,,在用,数量：1；原类别：其他；使用年限(月)：240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00386,电动阀,阀门,,,热电车间办,热电给水管道、减温水管道；锅炉,J94111-25 DN150；QW180J-0.75ZT,杭州贝斯特阀门有限公司,,,,2013-02-20,00386,39316.24,1965.81,否,,在用,原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00387,德尔塔巴,锅炉/压力容器,,,热电车间办,锅炉、减温减压、汽轮机管道；锅炉,,成都万美特自动化系统有限公司,,,,2013-02-20,00387,139316.25,6965.81,否,,在用,原类别：其他；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00388,手动起重机,其他,,,热电车间办,,,,,,,2013-02-20,00388,39572.65,3577.79,否,,在用,原类别：锅炉类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00389,热电输煤系统,其他,,,热电车间办,,,,,,,2013-02-20,00389,277264.96,13863.25,否,,在用,原类别：锅炉类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00390,氮氧化物转换器,其他,,,热电车间办,,NOX-100,,,,,2013-04-22,00390,29914.53,3178.37,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00393,锅炉,锅炉/压力容器,,,热电车间办,,,,,,,2013-06-27,00393,220000.0,26854.46,否,,在用,原类别：锅炉类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00396,无填料水分散冷水塔,锅炉/压力容器,,,热电车间办,,WSFL200,,,,,2013-07-26,00396,47008.55,2350.43,否,,在用,原类别：泵类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00355,气力输灰系统,其他,,,热电车间办,,,,,,,2012-06-25,00355,871794.87,43589.74,否,,在用,原类别：锅炉类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00356,布袋除尘器,锅炉/压力容器,,,热电车间办,,HMC-32,,,,,2012-06-25,00356,76923.08,3846.15,否,,在用,原类别：锅炉类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00399,锅炉,锅炉/压力容器,,,热电车间办,,锅炉,,,,,2013-12-25,00399,9394537.24,4178166.99,否,,在用,原类别：锅炉类；使用年限(月)：180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00400,热电除尘脱硫系统,其他,,,热电车间办,,热电除尘脱硫系统,,,,,2013-12-25,00400,5720685.33,286034.27,否,,在用,原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00405,控制器,仪表,,,热电车间办,,HPCS400,,,,,2014-04-21,00405,34188.04,5469.0,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00406,电弧喷涂,其他,,,热电车间办,,75/TCFB,,,,,2014-07-17,00406,67495.14,3374.76,否,,在用,原类别：锅炉类；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00407,水泵和油泵,泵/风机,,,热电车间办,,,,,,,2014-08-28,00407,86239.31,20085.06,否,,在用,原类别：泵类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00408,格力空调,其他,,,热电车间办,,格力空调,,,,,2014-09-24,00408,8300.0,0.0,否,,在用,数量：3台；原类别：电子设备；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00409,SNCR脱硝系统,其他,,,热电车间办,,SNCR,,,,,2015-01-26,00409,264957.27,136017.27,否,,在用,原类别：锅炉类；使用年限(月)：180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00410,脱硝设备,其他,,,热电车间办,,SNCR脱销,,,,,2015-02-14,00410,307692.32,86276.79,否,,在用,原类别：锅炉类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00411,水洗除尘,其他,,,热电车间办,,CLT2800,,,,,2015-02-28,00411,83760.68,43441.17,否,,在用,原类别：锅炉类；使用年限(月)：180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00412,风机,泵/风机,,,热电车间办,,,,,,,2015-03-25,00412,2393.16,689.62,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00421,全密封变压器,其他,,,热电车间办,,S11-3-500/160KVA,,,,,2016-03-26,00421,47863.25,18346.69,否,,在用,数量：2台；原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00422,双击式破碎机,其他,,,热电车间办,,800*900,,,,,2016-09-26,00422,67316.24,29000.88,否,,在用,数量：1台；原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00424,锅炉水冷壁喷涂,锅炉/压力容器,,,热电车间办,,75t/h,,,,,2017-02-28,00424,168737.86,79374.27,否,,在用,原类别：锅炉类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020300005,锅炉筑炉,锅炉/压力容器,,,热电车间办,,,,,,,2022-06-21,020300005,924475.66,807437.05,否,,在用,原类别：锅炉类；使用年限(月)：23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020300002,水冷式滚筒冷渣机,锅炉/压力容器,,,热电车间办,,DG-08,,,,,2018-11-28,020300002,134482.76,6724.14,否,,在用,原类别：锅炉类；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020100008,耐磨泵,泵/风机,,,热电车间办,,50-vhb-vf-30-15/4KW,,,,,2019-02-28,020100008,5603.45,280.17,否,,在用,数量：1台；原类别：泵类；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00425,变压器,其他,,,热电车间办,,S11-M-500KVA 10KV/0.4KV,,,,,2017-07-27,00425,37179.49,1858.97,否,,在用,原类别：其他；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00426,空调,其他,,,热电车间办,,KFR-120LW,,,,,2017-08-30,00426,8499.43,424.97,否,,在用,原类别：其他；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00427,锅炉类,锅炉/压力容器,,,热电车间办,,,,,,,2017-09-30,00427,392055.34,206149.11,否,,在用,原类别：锅炉类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020100004,耐腐耐磨泵（带电机）,电机,,,热电车间办,,BOUHB-ZK-50-56/30KW -4,,,,,2018-11-28,020100004,23965.52,1198.28,否,,在用,原类别：泵类；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020100030,多级锅炉给水泵,泵/风机,,,热电车间办,,DG155-67*9,,,,,2022-06-21,020100030,16416.29,14362.61,否,,在用,原类别：泵类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00433,振动筛,其他,,,热电车间办,,ZD1224,,,,,2018-08-30,00433,38000.0,8580.4,否,,在用,原类别：锅炉类；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00428,蛇形管,其他,,,热电车间办,,99G51-1-0,,,,,2017-10-27,00428,492051.26,262624.36,否,,在用,原类别：锅炉类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00429,烟气脱硫监测系统,仪表,,,热电车间办,热电在线监控控制室；燃运,CM-CEMS-8000,杭州泽天科技有限公司（只1套）,,,,2017-12-20,00429,165048.55,67185.97,否,,在用,数量：2套；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00432,罗茨鼓风机,泵/风机,,,热电车间办,,JFSR125-7.5KW,,,,,2018-06-28,00432,14224.14,2761.44,否,,在用,原类别：机电类；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300005,减速机,其他,,,热电车间办,,BLD4-29-(7.5KW),,,,,2018-12-21,0300005,16293.1,0.0,否,,在用,原类别：运输设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020300004,电除尘器,锅炉/压力容器,,,热电车间办,,WDJ77-4/1,,,,,2022-06-21,020300004,299978.85,218174.61,否,,在用,原类别：锅炉类；使用年限(月)：11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020300006,热力除氧器2台,锅炉/压力容器,,,热电车间办,,75吨/小时,,,,,2022-06-21,020300006,140310.74,130040.0,否,,在用,数量：2台；原类别：锅炉类；使用年限(月)：41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020300007,75T/H循环流化床，UG-75/3.82-M41,其他,,,热电车间办,,UG-75/3.82-M41,,,,,2022-06-21,020300007,1975710.93,1893916.5,否,,在用,原类别：锅炉类；使用年限(月)：69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020100019,超高效节能取水泵-江边取供水节能研究,泵/风机,,,热电车间办,,TKJN250-22,,,,,2019-11-30,020100019,30619.47,1530.97,否,,在用,数量：1台；原类别：泵类；使用年限(月)：1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020100020,超高效节能取水泵-江边取供水节能研究,泵/风机,,,热电车间办,,TKJN360-280,,,,,2019-11-30,020100020,109380.54,5469.03,否,,在用,数量：2台；原类别：泵类；使用年限(月)：1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020100021,插入式流量计-江边取供水节能研究,仪表,,,热电车间办,江边取水管道；取水站,DN300mm/304,成都德立斯曼仪器仪表有限公司,,,,2019-11-30,020100021,3097.35,154.87,否,,在用,数量：1套；原类别：泵类；使用年限(月)：1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00008,电脑,其他,,,财务科,,电脑,,,,,2010-10-25,00008,6150.0,0.0,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00009,联想服务器,其他,,,财务科,,TS560(2条内存3个硬盘）,,,,,2018-08-28,00009,12068.97,0.0,否,,在用,数量：4台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00013,复印机,其他,,,财务科,,复印机,,,,,2013-02-26,00013,5367.52,232.39,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00014,电脑,其他,,,财务科,,联想电脑,,,,,2013-04-25,00014,3675.21,0.0,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00015,空调,其他,,,财务科,,格力,,,,,2013-06-26,00015,3229.0,0.0,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00018,联想笔记本,其他,,,财务科,,,,,,,2015-07-24,00018,4102.56,0.0,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00019,台式机电脑,其他,,,财务科,,雷暴NESOR,,,,,2016-10-31,00019,6379.4,318.97,否,,在用,数量：2台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00020,惠普复印机,其他,,,财务科,,M436nda,,,,,2017-05-31,00020,7477.78,373.89,否,,在用,数量：1台；原类别：其他；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00021,联想天逸天逸510Pro商用天晟电脑整机2台,其他,,,财务科,,天逸510Pro,,,,,2018-08-30,00021,8101.72,0.0,否,,在用,数量：2台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400021,笔记本电脑,其他,,,财务科,,,,,,,2019-12-25,0400021,4867.26,402.03,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00647,经纬仪,其他,,,总工办,矿山,JWY,广东科力达仪器有限公司,,,,2011-06-28,00647,21230.77,1061.54,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00650,格力空调KFR-120W/SP09-3,其他,,,总工办,,KFR-120W/SP09-3,,,,,2018-07-30,00650,8500.0,1784.72,否,,在用,原类别：其他；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400003,富士施乐复印机（含机柜）,其他,,,总工办,,S2520NDA,,,,,2018-10-26,0400003,8349.51,0.0,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01174,电动单梁起重机,其他,,,生产科,,电动单梁起重机,,,,,2015-06-24,01174,82051.29,22697.94,否,,在用,数量：1台；原类别：运输设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200037,变压器整流器,其他,,,生产科,,变压器整流器,,,,,2020-01-19,020200037,8495.58,424.78,否,,在用,数量：1套；原类别：机电类；使用年限(月)：3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01185,硝仓运硝系统,其他,,,物流部,,,,,,,2013-02-20,01185,165815.38,0.0,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01189,惠普笔记本电脑,其他,,,物流部,,,,,,,2014-11-26,01189,4200.0,916.86,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01191,移动式登车桥,其他,,,物流部,,YDCQ-B10T,,,,,2015-02-28,01191,39145.3,11280.94,否,,在用,数量：2台；原类别：运输设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01194,电脑,其他,,,物流部,硝仓库房,,,,,,2015-05-27,01194,4700.0,1260.88,否,,在用,数量：2台；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01196,叉车,其他,,,物流部,,cpc3T三级4.5米门架,,,,,2016-08-26,01196,59829.06,0.0,否,,在用,数量：2台；原类别：运输设备；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400029,空调 2台,其他,,,物流部,,3P天花机,,,,,2021-07-22,0400029,13760.0,8404.58,否,,在用,数量：2台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400027,加油设备,其他,,,物流部,,,,,,,2019-07-31,020400027,119658.12,47815.32,否,,在用,数量：1套；原类别：其他；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01569,空调,其他,,,质检科,,小天鹅,,,,,2012-06-25,01569,6540.0,0.0,否,,在用,数量：2台；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01572,显微颗粒图像分析仪,仪表,,,质检科,质检科办公室；质检科,JX-2000A型,重庆奥特光学仪器有限公司,,,,2015-08-25,01572,13675.22,4484.39,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00590,干法激光粒度仪,仪表,,,质检科,细粉车间；质检科,JL-1178,成都精新粉体测试设备有限公司,,,,2015-08-25,00590,74358.96,24381.92,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300006,输送斜槽,其他,,,销售部,,xz400-15米,,,,,2019-01-29,0300006,69827.59,0.0,否,,在用,数量：1套；原类别：运输设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400024,联想电脑2台,其他,,,销售部,,扬天T4900*21.5,,,,,2020-05-27,0400024,7801.98,2034.82,否,,在用,数量：2台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400032,小天鹅空调,其他,,,厂办室,,KFR-35GW,,,,,2020-04-28,020400032,2600.0,609.44,否,,在用,原类别：其他；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400022,惠普笔记本电脑,其他,,,厂办室,,zbook系列15ug6-73董事长/总经理,,,,,2019-12-31,0400022,11503.54,950.14,否,,在用,数量：2台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400023,监控设备,仪表,,,厂办室,,,,,,,2020-01-22,0400023,13432.04,1482.92,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400001,桥式摆闸,其他,,,厂办室,,电动摆闸道（厂大门用）,,,,,2018-09-29,0400001,11600.0,0.0,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400002,全自动电动驾驶式扫地车,其他,,,厂办室,,瑞清S8,,,,,2018-09-29,0400002,59482.76,0.0,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00003,录像机,其他,,,厂办室,厂办室,录像机,海康威视,,,,2012-04-25,00003,9264.96,463.25,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400001,空调,其他,,,厂办室,,,,,,,2018-10-18,020400001,2100.0,105.0,否,,在用,原类别：其他；使用年限(月)：10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400004,插入式电磁流量计,仪表,,,厂办室,江边取水管道；取水站,DMLD-250,成都德立斯曼仪器仪表有限公司,,,,2018-11-21,0400004,3275.86,0.0,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400005,惠普电脑4台打印机1台,其他,,,厂办室,,,,,,,2018-11-21,0400005,19600.0,0.0,否,,在用,数量：4台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400025,美的空调 2台,其他,,,厂办室,,KFR-120LW/SDY-PA400(D3),,,,,2020-07-17,0400025,18990.0,5264.08,否,,在用,数量：2台；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00051,空调,其他,,,厂办室,,KFR-72LW,,,,,2018-08-28,00051,5698.01,284.9,否,,在用,数量：2台；原类别：机电类；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
